cat,subgroup,value,xaxis,hours
discretionary,Model-Arrive,9.052472947234024e-05,1,03:00 AM to 05:00 AM
escort,Model-Arrive,7.901291416371895e-05,1,03:00 AM to 05:00 AM
maintenance,Model-Arrive,5.494275488205622e-05,1,03:00 AM to 05:00 AM
school,Model-Arrive,9.36643154656006e-05,1,03:00 AM to 05:00 AM
university,Model-Arrive,7.32570065094083e-06,1,03:00 AM to 05:00 AM
work,Model-Arrive,5.232643322100592e-07,1,03:00 AM to 05:00 AM
discretionary,Model-Arrive,0.0003579128032316805,2,05:00 AM to 05:30 AM
escort,Model-Arrive,0.00032023777131255627,2,05:00 AM to 05:30 AM
maintenance,Model-Arrive,0.0001721539652971095,2,05:00 AM to 05:30 AM
school,Model-Arrive,0.00016535152897837873,2,05:00 AM to 05:30 AM
work-based,Model-Arrive,1.0465286644201185e-06,2,05:00 AM to 05:30 AM
discretionary,Model-Arrive,0.0010805408460137723,3,05:30 AM to 06:00 AM
escort,Model-Arrive,0.0005646022144546539,3,05:30 AM to 06:00 AM
maintenance,Model-Arrive,0.0004348326600665592,3,05:30 AM to 06:00 AM
school,Model-Arrive,0.00024122485714883732,3,05:30 AM to 06:00 AM
work,Model-Arrive,1.0465286644201185e-06,3,05:30 AM to 06:00 AM
work-based,Model-Arrive,7.32570065094083e-06,3,05:30 AM to 06:00 AM
discretionary,Model-Arrive,0.002253699478828725,4,06:00 AM to 06:30 AM
escort,Model-Arrive,0.0009308872470016954,4,06:00 AM to 06:30 AM
maintenance,Model-Arrive,0.0009361198903237959,4,06:00 AM to 06:30 AM
school,Model-Arrive,0.00022552692718253554,4,06:00 AM to 06:30 AM
work,Model-Arrive,8.895493647571007e-06,4,06:00 AM to 06:30 AM
work-based,Model-Arrive,9.418757979781067e-06,4,06:00 AM to 06:30 AM
discretionary,Model-Arrive,0.0034064508026874856,5,06:30 AM to 07:00 AM
escort,Model-Arrive,0.0015158967704125416,5,06:30 AM to 07:00 AM
maintenance,Model-Arrive,0.001492873139795299,5,06:30 AM to 07:00 AM
school,Model-Arrive,0.0005070431379115474,5,06:30 AM to 07:00 AM
university,Model-Arrive,5.232643322100592e-07,5,06:30 AM to 07:00 AM
work,Model-Arrive,2.040730895619231e-05,5,06:30 AM to 07:00 AM
work-based,Model-Arrive,1.9884044623982252e-05,5,06:30 AM to 07:00 AM
discretionary,Model-Arrive,0.0032730183979739207,6,07:00 AM to 07:30 AM
escort,Model-Arrive,0.002499110450635243,6,07:00 AM to 07:30 AM
maintenance,Model-Arrive,0.0015666534106369174,6,07:00 AM to 07:30 AM
school,Model-Arrive,0.0004463444753751805,6,07:00 AM to 07:30 AM
university,Model-Arrive,2.093057328840237e-06,6,07:00 AM to 07:30 AM
work,Model-Arrive,5.2326433221005924e-05,6,07:00 AM to 07:30 AM
work-based,Model-Arrive,5.2326433221005924e-05,6,07:00 AM to 07:30 AM
discretionary,Model-Arrive,0.002604809845741675,7,07:30 AM to 08:00 AM
escort,Model-Arrive,0.003296042028591163,7,07:30 AM to 08:00 AM
maintenance,Model-Arrive,0.001175774954476003,7,07:30 AM to 08:00 AM
school,Model-Arrive,0.0003055863700106746,7,07:30 AM to 08:00 AM
university,Model-Arrive,3.1395859932603554e-06,7,07:30 AM to 08:00 AM
work,Model-Arrive,0.00012610670406262427,7,07:30 AM to 08:00 AM
work-based,Model-Arrive,0.000141281369696716,7,07:30 AM to 08:00 AM
discretionary,Model-Arrive,0.0025781233647989617,8,08:00 AM to 08:30 AM
escort,Model-Arrive,0.005512066475500764,8,08:00 AM to 08:30 AM
maintenance,Model-Arrive,0.0014761286811645772,8,08:00 AM to 08:30 AM
school,Model-Arrive,0.0004364024530631894,8,08:00 AM to 08:30 AM
university,Model-Arrive,2.093057328840237e-06,8,08:00 AM to 08:30 AM
work,Model-Arrive,0.00019099148125667161,8,08:00 AM to 08:30 AM
work-based,Model-Arrive,0.0002977374050275237,8,08:00 AM to 08:30 AM
discretionary,Model-Arrive,0.0018356112773928878,9,08:30 AM to 09:00 AM
escort,Model-Arrive,0.005313226029260942,9,08:30 AM to 09:00 AM
maintenance,Model-Arrive,0.001862821022667811,9,08:30 AM to 09:00 AM
school,Model-Arrive,0.0004207045230968876,9,08:30 AM to 09:00 AM
university,Model-Arrive,9.418757979781067e-06,9,08:30 AM to 09:00 AM
work,Model-Arrive,0.0002464575004709379,9,08:30 AM to 09:00 AM
work-based,Model-Arrive,0.0004834962429620947,9,08:30 AM to 09:00 AM
discretionary,Model-Arrive,0.0020443937459447012,10,09:00 AM to 09:30 AM
escort,Model-Arrive,0.004578562906838018,10,09:00 AM to 09:30 AM
maintenance,Model-Arrive,0.0026377754986709086,10,09:00 AM to 09:30 AM
school,Model-Arrive,0.00037256420453356216,10,09:00 AM to 09:30 AM
university,Model-Arrive,3.0349331268183434e-05,10,09:00 AM to 09:30 AM
work,Model-Arrive,0.00036000586056052073,10,09:00 AM to 09:30 AM
work-based,Model-Arrive,0.0005750675010988551,10,09:00 AM to 09:30 AM
discretionary,Model-Arrive,0.002262071708144086,11,09:30 AM to 10:00 AM
escort,Model-Arrive,0.001924566213868598,11,09:30 AM to 10:00 AM
maintenance,Model-Arrive,0.0037607007555936958,11,09:30 AM to 10:00 AM
school,Model-Arrive,0.0003427381375975888,11,09:30 AM to 10:00 AM
university,Model-Arrive,7.221047784498818e-05,11,09:30 AM to 10:00 AM
work,Model-Arrive,0.0005054733449149173,11,09:30 AM to 10:00 AM
work-based,Model-Arrive,0.000662452644577935,11,09:30 AM to 10:00 AM
discretionary,Model-Arrive,0.0022050358959331898,12,10:00 AM to 10:30 AM
escort,Model-Arrive,0.0015169432990769617,12,10:00 AM to 10:30 AM
maintenance,Model-Arrive,0.004563911505536137,12,10:00 AM to 10:30 AM
school,Model-Arrive,0.00048297297862988467,12,10:00 AM to 10:30 AM
university,Model-Arrive,0.0001386650480356657,12,10:00 AM to 10:30 AM
work,Model-Arrive,0.0007283839504364024,12,10:00 AM to 10:30 AM
work-based,Model-Arrive,0.0007461749377315445,12,10:00 AM to 10:30 AM
discretionary,Model-Arrive,0.0020977667078301275,13,10:30 AM to 11:00 AM
escort,Model-Arrive,0.0013018816585386275,13,10:30 AM to 11:00 AM
maintenance,Model-Arrive,0.004478096155053687,13,10:30 AM to 11:00 AM
school,Model-Arrive,0.0006828599535341273,13,10:30 AM to 11:00 AM
university,Model-Arrive,0.0002726207170814409,13,10:30 AM to 11:00 AM
work,Model-Arrive,0.0010821106390104026,13,10:30 AM to 11:00 AM
work-based,Model-Arrive,0.0008722816417941687,13,10:30 AM to 11:00 AM
discretionary,Model-Arrive,0.0026979508968750653,14,11:00 AM to 11:30 AM
escort,Model-Arrive,0.002394457584193231,14,11:00 AM to 11:30 AM
maintenance,Model-Arrive,0.0059332942629298615,14,11:00 AM to 11:30 AM
school,Model-Arrive,0.0009523410846223079,14,11:00 AM to 11:30 AM
university,Model-Arrive,0.00047564727797894384,14,11:00 AM to 11:30 AM
work,Model-Arrive,0.0016142704648680326,14,11:00 AM to 11:30 AM
work-based,Model-Arrive,0.0011705423111539025,14,11:00 AM to 11:30 AM
discretionary,Model-Arrive,0.0024588190970550685,15,11:30 AM to 12:00 PM
escort,Model-Arrive,0.0033776712644159324,15,11:30 AM to 12:00 PM
maintenance,Model-Arrive,0.005503694246185403,15,11:30 AM to 12:00 PM
school,Model-Arrive,0.001245369110659941,15,11:30 AM to 12:00 PM
university,Model-Arrive,0.0005363459405153107,15,11:30 AM to 12:00 PM
work,Model-Arrive,0.0024080624568306925,15,11:30 AM to 12:00 PM
work-based,Model-Arrive,0.0022071289532620297,15,11:30 AM to 12:00 PM
discretionary,Model-Arrive,0.0022212570902317014,16,12:00 PM to 12:30 PM
escort,Model-Arrive,0.0031170856269753227,16,12:00 PM to 12:30 PM
maintenance,Model-Arrive,0.005848525441111832,16,12:00 PM to 12:30 PM
school,Model-Arrive,0.0017529355129036984,16,12:00 PM to 12:30 PM
university,Model-Arrive,0.0006048935680348285,16,12:00 PM to 12:30 PM
work,Model-Arrive,0.0034786612805324736,16,12:00 PM to 12:30 PM
work-based,Model-Arrive,0.004888335391506373,16,12:00 PM to 12:30 PM
discretionary,Model-Arrive,0.0019978232203780063,17,12:30 PM to 01:00 PM
escort,Model-Arrive,0.001958578395462252,17,12:30 PM to 01:00 PM
maintenance,Model-Arrive,0.005558113736735249,17,12:30 PM to 01:00 PM
school,Model-Arrive,0.0023536429662808465,17,12:30 PM to 01:00 PM
university,Model-Arrive,0.0006226845553299705,17,12:30 PM to 01:00 PM
work,Model-Arrive,0.005021767796219939,17,12:30 PM to 01:00 PM
work-based,Model-Arrive,0.008226761831006551,17,12:30 PM to 01:00 PM
discretionary,Model-Arrive,0.00220817548192645,18,01:00 PM to 01:30 PM
escort,Model-Arrive,0.001403918203319589,18,01:00 PM to 01:30 PM
maintenance,Model-Arrive,0.0052122360131444,18,01:00 PM to 01:30 PM
school,Model-Arrive,0.00282562739393432,18,01:00 PM to 01:30 PM
university,Model-Arrive,0.0007011742051614793,18,01:00 PM to 01:30 PM
work,Model-Arrive,0.0069316826087866545,18,01:00 PM to 01:30 PM
work-based,Model-Arrive,0.0077270443937459445,18,01:00 PM to 01:30 PM
discretionary,Model-Arrive,0.0021417209117357726,19,01:30 PM to 02:00 PM
escort,Model-Arrive,0.001556188123992716,19,01:30 PM to 02:00 PM
maintenance,Model-Arrive,0.0051164786403499595,19,01:30 PM to 02:00 PM
school,Model-Arrive,0.0032547041463465683,19,01:30 PM to 02:00 PM
university,Model-Arrive,0.0006634991732423552,19,01:30 PM to 02:00 PM
work,Model-Arrive,0.009372710718546581,19,01:30 PM to 02:00 PM
work-based,Model-Arrive,0.0051886891181949476,19,01:30 PM to 02:00 PM
discretionary,Model-Arrive,0.0022264897335538022,20,02:00 PM to 02:30 PM
escort,Model-Arrive,0.0016372940954852754,20,02:00 PM to 02:30 PM
maintenance,Model-Arrive,0.004907696171798146,20,02:00 PM to 02:30 PM
school,Model-Arrive,0.004020763128702095,20,02:00 PM to 02:30 PM
university,Model-Arrive,0.0007299537434330327,20,02:00 PM to 02:30 PM
work,Model-Arrive,0.011433848923122004,20,02:00 PM to 02:30 PM
work-based,Model-Arrive,0.0027157418841702074,20,02:00 PM to 02:30 PM
discretionary,Model-Arrive,0.0022238734118927516,21,02:30 PM to 03:00 PM
escort,Model-Arrive,0.0028046968206459173,21,02:30 PM to 03:00 PM
maintenance,Model-Arrive,0.005575381459698181,21,02:30 PM to 03:00 PM
school,Model-Arrive,0.020304749147079137,21,02:30 PM to 03:00 PM
university,Model-Arrive,0.0009471084413002072,21,02:30 PM to 03:00 PM
work,Model-Arrive,0.008137283630198631,21,02:30 PM to 03:00 PM
work-based,Model-Arrive,0.0014708960378424765,21,02:30 PM to 03:00 PM
discretionary,Model-Arrive,0.0024384117880988762,22,03:00 PM to 03:30 PM
escort,Model-Arrive,0.005572765138037131,22,03:00 PM to 03:30 PM
maintenance,Model-Arrive,0.00565596416685853,22,03:00 PM to 03:30 PM
school,Model-Arrive,0.037560437030370264,22,03:00 PM to 03:30 PM
university,Model-Arrive,0.0010276911484605564,22,03:00 PM to 03:30 PM
work,Model-Arrive,0.02014463026142286,22,03:00 PM to 03:30 PM
work-based,Model-Arrive,0.0011993218494254557,22,03:00 PM to 03:30 PM
discretionary,Model-Arrive,0.0022458505138455744,23,03:30 PM to 04:00 PM
escort,Model-Arrive,0.0043116980974108885,23,03:30 PM to 04:00 PM
maintenance,Model-Arrive,0.0060285283713920924,23,03:30 PM to 04:00 PM
school,Model-Arrive,0.031958892354061574,23,03:30 PM to 04:00 PM
university,Model-Arrive,0.0011166460849362664,23,03:30 PM to 04:00 PM
work,Model-Arrive,0.034668878330577475,23,03:30 PM to 04:00 PM
work-based,Model-Arrive,0.0008618163551499675,23,03:30 PM to 04:00 PM
discretionary,Model-Arrive,0.002535738953889947,24,04:00 PM to 04:30 PM
escort,Model-Arrive,0.0034038344810264354,24,04:00 PM to 04:30 PM
maintenance,Model-Arrive,0.0069792996630177705,24,04:00 PM to 04:30 PM
school,Model-Arrive,0.014790066349917324,24,04:00 PM to 04:30 PM
university,Model-Arrive,0.0010549008937354794,24,04:00 PM to 04:30 PM
work,Model-Arrive,0.04636121983381125,24,04:00 PM to 04:30 PM
work-based,Model-Arrive,0.0006106494756891391,24,04:00 PM to 04:30 PM
discretionary,Model-Arrive,0.0030270841618351926,25,04:30 PM to 05:00 PM
escort,Model-Arrive,0.003928145341900915,25,04:30 PM to 05:00 PM
maintenance,Model-Arrive,0.008257111162274735,25,04:30 PM to 05:00 PM
school,Model-Arrive,0.007015404901940264,25,04:30 PM to 05:00 PM
university,Model-Arrive,0.0010208887121418255,25,04:30 PM to 05:00 PM
work,Model-Arrive,0.05209096427151139,25,04:30 PM to 05:00 PM
work-based,Model-Arrive,0.0004259371664189882,25,04:30 PM to 05:00 PM
discretionary,Model-Arrive,0.003719886137681311,26,05:00 PM to 05:30 PM
escort,Model-Arrive,0.004882056219519853,26,05:00 PM to 05:30 PM
maintenance,Model-Arrive,0.009902254222743162,26,05:00 PM to 05:30 PM
school,Model-Arrive,0.006412081126902066,26,05:00 PM to 05:30 PM
university,Model-Arrive,0.0009711786005818699,26,05:00 PM to 05:30 PM
work,Model-Arrive,0.07893076166356197,26,05:00 PM to 05:30 PM
work-based,Model-Arrive,0.0002820394750612219,26,05:00 PM to 05:30 PM
discretionary,Model-Arrive,0.004549783368566465,27,05:30 PM to 06:00 PM
escort,Model-Arrive,0.006000272097452749,27,05:30 PM to 06:00 PM
maintenance,Model-Arrive,0.008955145781442953,27,05:30 PM to 06:00 PM
school,Model-Arrive,0.005456600456286498,27,05:30 PM to 06:00 PM
university,Model-Arrive,0.0008011176926136006,27,05:30 PM to 06:00 PM
work,Model-Arrive,0.027287188396090168,27,05:30 PM to 06:00 PM
work-based,Model-Arrive,0.0001077924524352722,27,05:30 PM to 06:00 PM
discretionary,Model-Arrive,0.005682650647801243,28,06:00 PM to 06:30 PM
escort,Model-Arrive,0.006520396843669548,28,06:00 PM to 06:30 PM
maintenance,Model-Arrive,0.00653295518764259,28,06:00 PM to 06:30 PM
school,Model-Arrive,0.0036262218222157107,28,06:00 PM to 06:30 PM
university,Model-Arrive,0.0007869895556439291,28,06:00 PM to 06:30 PM
work,Model-Arrive,0.023975448437532704,28,06:00 PM to 06:30 PM
work-based,Model-Arrive,7.32570065094083e-05,28,06:00 PM to 06:30 PM
discretionary,Model-Arrive,0.006718714025577161,29,06:30 PM to 07:00 PM
escort,Model-Arrive,0.0043713502312828344,29,06:30 PM to 07:00 PM
maintenance,Model-Arrive,0.006608305251480838,29,06:30 PM to 07:00 PM
school,Model-Arrive,0.002361491931263997,29,06:30 PM to 07:00 PM
university,Model-Arrive,0.0007613496033656361,29,06:30 PM to 07:00 PM
work,Model-Arrive,0.017266676434267533,29,06:30 PM to 07:00 PM
work-based,Model-Arrive,2.82562739393432e-05,29,06:30 PM to 07:00 PM
discretionary,Model-Arrive,0.008373275844025368,30,07:00 PM to 07:30 PM
escort,Model-Arrive,0.0035215689557736986,30,07:00 PM to 07:30 PM
maintenance,Model-Arrive,0.006525629486991649,30,07:00 PM to 07:30 PM
school,Model-Arrive,0.0015520020093350356,30,07:00 PM to 07:30 PM
university,Model-Arrive,0.0006744877242187663,30,07:00 PM to 07:30 PM
work,Model-Arrive,0.0016273520731732842,30,07:00 PM to 07:30 PM
work-based,Model-Arrive,8.895493647571007e-06,30,07:00 PM to 07:30 PM
discretionary,Model-Arrive,0.006444000251166879,31,07:30 PM to 08:00 PM
escort,Model-Arrive,0.0030019674738891097,31,07:30 PM to 08:00 PM
maintenance,Model-Arrive,0.00609393641291835,31,07:30 PM to 08:00 PM
school,Model-Arrive,0.00176654038554116,31,07:30 PM to 08:00 PM
university,Model-Arrive,0.0006896623898528581,31,07:30 PM to 08:00 PM
work,Model-Arrive,0.0009031542373945622,31,07:30 PM to 08:00 PM
work-based,Model-Arrive,6.279171986520711e-06,31,07:30 PM to 08:00 PM
discretionary,Model-Arrive,0.007842162546832157,32,08:00 PM to 08:30 PM
escort,Model-Arrive,0.002499633714967453,32,08:00 PM to 08:30 PM
maintenance,Model-Arrive,0.005639742972560018,32,08:00 PM to 08:30 PM
school,Model-Arrive,0.0011297276932415179,32,08:00 PM to 08:30 PM
university,Model-Arrive,0.0006362894279674321,32,08:00 PM to 08:30 PM
work,Model-Arrive,0.0006760575172153966,32,08:00 PM to 08:30 PM
work-based,Model-Arrive,4.186114657680474e-06,32,08:00 PM to 08:30 PM
discretionary,Model-Arrive,0.00953282960420286,33,08:30 PM to 09:00 PM
escort,Model-Arrive,0.0022034661029365593,33,08:30 PM to 09:00 PM
maintenance,Model-Arrive,0.004752809929463968,33,08:30 PM to 09:00 PM
school,Model-Arrive,0.0006870460681918077,33,08:30 PM to 09:00 PM
university,Model-Arrive,0.0006284404629842811,33,08:30 PM to 09:00 PM
work,Model-Arrive,0.0004908219436130356,33,08:30 PM to 09:00 PM
work-based,Model-Arrive,5.232643322100593e-06,33,08:30 PM to 09:00 PM
discretionary,Model-Arrive,0.010835234527073696,34,09:00 PM to 09:30 PM
escort,Model-Arrive,0.001838750863386148,34,09:00 PM to 09:30 PM
maintenance,Model-Arrive,0.004191347301002574,34,09:00 PM to 09:30 PM
school,Model-Arrive,0.00038878539883207403,34,09:00 PM to 09:30 PM
university,Model-Arrive,0.0005703581221089645,34,09:00 PM to 09:30 PM
work,Model-Arrive,0.00040605312179500596,34,09:00 PM to 09:30 PM
work-based,Model-Arrive,3.1395859932603554e-06,34,09:00 PM to 09:30 PM
discretionary,Model-Arrive,0.007726521129413735,35,09:30 PM to 10:00 PM
escort,Model-Arrive,0.0015682232036335476,35,09:30 PM to 10:00 PM
maintenance,Model-Arrive,0.0035126734621261277,35,09:30 PM to 10:00 PM
school,Model-Arrive,0.0003940180421541746,35,09:30 PM to 10:00 PM
university,Model-Arrive,0.0005839629947464261,35,09:30 PM to 10:00 PM
work,Model-Arrive,0.0002762835674069113,35,09:30 PM to 10:00 PM
work-based,Model-Arrive,5.232643322100593e-06,35,09:30 PM to 10:00 PM
discretionary,Model-Arrive,0.005855851141762773,36,10:00 PM to 10:30 PM
escort,Model-Arrive,0.0013950227096720179,36,10:00 PM to 10:30 PM
maintenance,Model-Arrive,0.002836092680578521,36,10:00 PM to 10:30 PM
school,Model-Arrive,0.0003966343638152249,36,10:00 PM to 10:30 PM
university,Model-Arrive,0.0005562299851392929,36,10:00 PM to 10:30 PM
work,Model-Arrive,0.0002454109718065178,36,10:00 PM to 10:30 PM
work-based,Model-Arrive,2.6163216610502963e-06,36,10:00 PM to 10:30 PM
discretionary,Model-Arrive,0.004689494945266551,37,10:30 PM to 11:00 PM
escort,Model-Arrive,0.0011904263557778847,37,10:30 PM to 11:00 PM
maintenance,Model-Arrive,0.0024190510078071037,37,10:30 PM to 11:00 PM
school,Model-Arrive,0.0003825062268455533,37,10:30 PM to 11:00 PM
university,Model-Arrive,0.0005452414341628818,37,10:30 PM to 11:00 PM
work,Model-Arrive,0.00024959708646419827,37,10:30 PM to 11:00 PM
work-based,Model-Arrive,5.232643322100593e-06,37,10:30 PM to 11:00 PM
discretionary,Model-Arrive,0.0038459928417439353,38,11:00 PM to 11:30 PM
escort,Model-Arrive,0.0010266446197961362,38,11:00 PM to 11:30 PM
maintenance,Model-Arrive,0.0020360215166293403,38,11:00 PM to 11:30 PM
school,Model-Arrive,0.0003683780898758817,38,11:00 PM to 11:30 PM
university,Model-Arrive,0.0005316365615254202,38,11:00 PM to 11:30 PM
work,Model-Arrive,0.00022500366285032548,38,11:00 PM to 11:30 PM
work-based,Model-Arrive,3.1395859932603554e-06,38,11:00 PM to 11:30 PM
discretionary,Model-Arrive,0.0033080771082319945,39,11:30 PM to 12:00 AM
escort,Model-Arrive,0.0009492014986290474,39,11:30 PM to 12:00 AM
maintenance,Model-Arrive,0.0016938066433639617,39,11:30 PM to 12:00 AM
school,Model-Arrive,0.0003736107331979823,39,11:30 PM to 12:00 AM
university,Model-Arrive,0.0005483810201561421,39,11:30 PM to 12:00 AM
work,Model-Arrive,0.0002621554304372397,39,11:30 PM to 12:00 AM
work-based,Model-Arrive,3.1395859932603554e-06,39,11:30 PM to 12:00 AM
discretionary,Model-Arrive,0.003393369194382234,40,12:00 PM to 03:00 AM
escort,Model-Arrive,0.0009790275655650207,40,12:00 PM to 03:00 AM
maintenance,Model-Arrive,0.0015336877577076836,40,12:00 PM to 03:00 AM
school,Model-Arrive,0.00036209891788936097,40,12:00 PM to 03:00 AM
university,Model-Arrive,0.0006022772463737782,40,12:00 PM to 03:00 AM
work,Model-Arrive,0.0004965778512673462,40,12:00 PM to 03:00 AM
work-based,Model-Arrive,3.087259560039349e-05,40,12:00 PM to 03:00 AM
all,Model-Arrive,0.0003259936789668669,1,03:00 AM to 05:00 AM
all,Model-Arrive,0.001016702597484145,2,05:00 AM to 05:30 AM
all,Model-Arrive,0.002329572806999184,3,05:30 AM to 06:00 AM
all,Model-Arrive,0.004364547794964104,4,06:00 AM to 06:30 AM
all,Model-Arrive,0.006963078468719258,5,06:30 AM to 07:00 AM
all,Model-Arrive,0.007891872658392113,6,07:00 AM to 07:30 AM
all,Model-Arrive,0.007652740858572116,7,07:30 AM to 08:00 AM
all,Model-Arrive,0.010493542918140529,8,08:00 AM to 08:30 AM
all,Model-Arrive,0.010171735353831342,9,08:30 AM to 09:00 AM
all,Model-Arrive,0.01059871904891475,10,09:00 AM to 09:30 AM
all,Model-Arrive,0.009530213282541809,11,09:30 AM to 10:00 AM
all,Model-Arrive,0.010382087615379785,12,10:00 AM to 10:30 AM
all,Model-Arrive,0.01078761747284258,13,10:30 AM to 11:00 AM
all,Model-Arrive,0.015238503882621345,14,11:00 AM to 11:30 AM
all,Model-Arrive,0.017737091068924377,15,11:30 AM to 12:00 PM
all,Model-Arrive,0.02191169391129623,16,12:00 PM to 12:30 PM
all,Model-Arrive,0.025739372501412814,17,12:30 PM to 01:00 PM
all,Model-Arrive,0.027009858300018837,18,01:00 PM to 01:30 PM
all,Model-Arrive,0.0272939908324089,19,01:30 PM to 02:00 PM
all,Model-Arrive,0.027671787680264563,20,02:00 PM to 02:30 PM
all,Model-Arrive,0.041463988948657306,21,02:30 PM to 03:00 PM
all,Model-Arrive,0.07359922138267368,22,03:00 PM to 03:30 PM
all,Model-Arrive,0.08119231010737384,23,03:30 PM to 04:00 PM
all,Model-Arrive,0.07573570965108735,24,04:00 PM to 04:30 PM
all,Model-Arrive,0.07576553571802332,25,04:30 PM to 05:00 PM
all,Model-Arrive,0.10510025744605145,26,05:00 PM to 05:30 PM
all,Model-Arrive,0.05315790024488771,27,05:30 PM to 06:00 PM
all,Model-Arrive,0.04719791950101513,28,06:00 PM to 06:30 PM
all,Model-Arrive,0.03811614375117735,29,06:30 PM to 07:00 PM
all,Model-Arrive,0.022283211587165373,30,07:00 PM to 07:30 PM
all,Model-Arrive,0.01890554032274944,31,07:30 PM to 08:00 PM
all,Model-Arrive,0.018427799987441654,32,08:00 PM to 08:30 PM
all,Model-Arrive,0.01830064675471461,33,08:30 PM to 09:00 PM
all,Model-Arrive,0.018233668920191723,34,09:00 PM to 09:30 PM
all,Model-Arrive,0.014066915042803023,35,09:30 PM to 10:00 PM
all,Model-Arrive,0.011287858174435398,36,10:00 PM to 10:30 PM
all,Model-Arrive,0.009481549699646274,37,10:30 PM to 11:00 PM
all,Model-Arrive,0.0080368168784143,38,11:00 PM to 11:30 PM
all,Model-Arrive,0.007138372020009628,39,11:30 PM to 12:00 AM
all,Model-Arrive,0.007397911128785817,40,12:00 PM to 03:00 AM
discretionary,Model-Depart,0.002482365992004521,1,03:00 AM to 05:00 AM
escort,Model-Depart,0.0004897754149486154,1,03:00 AM to 05:00 AM
maintenance,Model-Depart,0.0007535006383824853,1,03:00 AM to 05:00 AM
school,Model-Depart,0.0010271678841283463,1,03:00 AM to 05:00 AM
university,Model-Depart,5.9128869539736696e-05,1,03:00 AM to 05:00 AM
work,Model-Depart,0.011152855976725202,1,03:00 AM to 05:00 AM
work-based,Model-Depart,6.80243631873077e-06,1,03:00 AM to 05:00 AM
discretionary,Model-Depart,0.0029114427444167697,2,05:00 AM to 05:30 AM
escort,Model-Depart,0.0007409422944094438,2,05:00 AM to 05:30 AM
maintenance,Model-Depart,0.0010015279318500534,2,05:00 AM to 05:30 AM
school,Model-Depart,0.0008769910207840593,2,05:00 AM to 05:30 AM
