cat,subgroup,value,xaxis,hours
work-based,Survey-Depart,0.10594081250306614,18,01:00 PM to 01:30 PM
work-based,Survey-Depart,0.0471322297015205,19,01:30 PM to 02:00 PM
work-based,Survey-Depart,0.02616501085510687,20,02:00 PM to 02:30 PM
work-based,Survey-Depart,0.018669017859260367,21,02:30 PM to 03:00 PM
work-based,Survey-Depart,0.012383047017354301,22,03:00 PM to 03:30 PM
work-based,Survey-Depart,0.014105911971376072,23,03:30 PM to 04:00 PM
work-based,Survey-Depart,0.012403207015026813,24,04:00 PM to 04:30 PM
work-based,Survey-Depart,0.0020882355509323058,25,04:30 PM to 05:00 PM
work-based,Survey-Depart,0.009092297721548855,26,05:00 PM to 05:30 PM
work-based,Survey-Depart,0.002764747080590573,27,05:30 PM to 06:00 PM
work-based,Survey-Depart,0.003069750626755707,28,06:00 PM to 06:30 PM
work-based,Survey-Depart,0.001641324829085915,29,06:30 PM to 07:00 PM
work-based,Survey-Depart,0.00043202303584761385,30,07:00 PM to 07:30 PM
work-based,Survey-Depart,0.0006710191249298255,31,07:30 PM to 08:00 PM
work-based,Survey-Depart,0.0,32,08:00 PM to 08:30 PM
work-based,Survey-Depart,0.00022478774563024846,33,08:30 PM to 09:00 PM
work-based,Survey-Depart,0.0034737184548617483,34,09:00 PM to 09:30 PM
work-based,Survey-Depart,0.00031586333017784925,35,09:30 PM to 10:00 PM
work-based,Survey-Depart,6.484877078517692e-05,36,10:00 PM to 10:30 PM
work-based,Survey-Depart,0.0,37,10:30 PM to 11:00 PM
work-based,Survey-Depart,0.0,38,11:00 PM to 11:30 PM
work-based,Survey-Depart,0.0,39,11:30 PM to 12:00 AM
work-based,Survey-Depart,0.00012167948076409185,40,12:00 PM to 03:00 AM
maintenance,Survey-Depart,0.0028120291149968347,1,03:00 AM to 05:00 AM
maintenance,Survey-Depart,0.0022006117736902584,2,05:00 AM to 05:30 AM
maintenance,Survey-Depart,0.003503178947918112,3,05:30 AM to 06:00 AM
maintenance,Survey-Depart,0.004157327457854916,4,06:00 AM to 06:30 AM
maintenance,Survey-Depart,0.009417649450440135,5,06:30 AM to 07:00 AM
maintenance,Survey-Depart,0.015247805507525707,6,07:00 AM to 07:30 AM
maintenance,Survey-Depart,0.023535803029932228,7,07:30 AM to 08:00 AM
maintenance,Survey-Depart,0.04154753442868426,8,08:00 AM to 08:30 AM
maintenance,Survey-Depart,0.04401223616572434,9,08:30 AM to 09:00 AM
maintenance,Survey-Depart,0.05741673164476197,10,09:00 AM to 09:30 AM
maintenance,Survey-Depart,0.049948759731162314,11,09:30 AM to 10:00 AM
maintenance,Survey-Depart,0.06506217874074476,12,10:00 AM to 10:30 AM
maintenance,Survey-Depart,0.04947388302106953,13,10:30 AM to 11:00 AM
maintenance,Survey-Depart,0.053438487532219796,14,11:00 AM to 11:30 AM
maintenance,Survey-Depart,0.03443990008808406,15,11:30 AM to 12:00 PM
maintenance,Survey-Depart,0.040767768569821734,16,12:00 PM to 12:30 PM
maintenance,Survey-Depart,0.037945373955535426,17,12:30 PM to 01:00 PM
maintenance,Survey-Depart,0.041067695013682695,18,01:00 PM to 01:30 PM
maintenance,Survey-Depart,0.03282847434846781,19,01:30 PM to 02:00 PM
maintenance,Survey-Depart,0.0399169668910762,20,02:00 PM to 02:30 PM
maintenance,Survey-Depart,0.030706587317679203,21,02:30 PM to 03:00 PM
maintenance,Survey-Depart,0.03695700631340274,22,03:00 PM to 03:30 PM
maintenance,Survey-Depart,0.02903696826489601,23,03:30 PM to 04:00 PM
maintenance,Survey-Depart,0.033448453316092336,24,04:00 PM to 04:30 PM
maintenance,Survey-Depart,0.029929561958316087,25,04:30 PM to 05:00 PM
maintenance,Survey-Depart,0.026302855745177232,26,05:00 PM to 05:30 PM
maintenance,Survey-Depart,0.030073931638467104,27,05:30 PM to 06:00 PM
maintenance,Survey-Depart,0.03209640316663085,28,06:00 PM to 06:30 PM
maintenance,Survey-Depart,0.028280121744768443,29,06:30 PM to 07:00 PM
maintenance,Survey-Depart,0.028036104442019535,30,07:00 PM to 07:30 PM
maintenance,Survey-Depart,0.015603996829351522,31,07:30 PM to 08:00 PM
maintenance,Survey-Depart,0.012389254837975995,32,08:00 PM to 08:30 PM
maintenance,Survey-Depart,0.007848264486558825,33,08:30 PM to 09:00 PM
maintenance,Survey-Depart,0.003002948437760434,34,09:00 PM to 09:30 PM
maintenance,Survey-Depart,0.0035114440016495133,35,09:30 PM to 10:00 PM
maintenance,Survey-Depart,0.0011291676394351807,36,10:00 PM to 10:30 PM
maintenance,Survey-Depart,0.0012537677427271196,37,10:30 PM to 11:00 PM
maintenance,Survey-Depart,0.0009566710516684842,38,11:00 PM to 11:30 PM
maintenance,Survey-Depart,0.0006053525084789794,39,11:30 PM to 12:00 AM
maintenance,Survey-Depart,9.074314355147359e-05,40,12:00 PM to 03:00 AM
discretionary,Survey-Depart,0.0039778124158774625,1,03:00 AM to 05:00 AM
discretionary,Survey-Depart,0.004869759709072409,2,05:00 AM to 05:30 AM
discretionary,Survey-Depart,0.008229246770442468,3,05:30 AM to 06:00 AM
discretionary,Survey-Depart,0.013273358849458653,4,06:00 AM to 06:30 AM
discretionary,Survey-Depart,0.015507656172503909,5,06:30 AM to 07:00 AM
discretionary,Survey-Depart,0.029295668285443024,6,07:00 AM to 07:30 AM
discretionary,Survey-Depart,0.028441582867642954,7,07:30 AM to 08:00 AM
discretionary,Survey-Depart,0.035317678542803384,8,08:00 AM to 08:30 AM
discretionary,Survey-Depart,0.04293243907720419,9,08:30 AM to 09:00 AM
discretionary,Survey-Depart,0.03788879034320217,10,09:00 AM to 09:30 AM
discretionary,Survey-Depart,0.029694922408613236,11,09:30 AM to 10:00 AM
discretionary,Survey-Depart,0.028647304728497663,12,10:00 AM to 10:30 AM
discretionary,Survey-Depart,0.02093256653390961,13,10:30 AM to 11:00 AM
discretionary,Survey-Depart,0.027884909658060553,14,11:00 AM to 11:30 AM
discretionary,Survey-Depart,0.03135503239411672,15,11:30 AM to 12:00 PM
discretionary,Survey-Depart,0.03012271924999148,16,12:00 PM to 12:30 PM
discretionary,Survey-Depart,0.023445877036594225,17,12:30 PM to 01:00 PM
discretionary,Survey-Depart,0.02175482806757846,18,01:00 PM to 01:30 PM
discretionary,Survey-Depart,0.017732250919446038,19,01:30 PM to 02:00 PM
discretionary,Survey-Depart,0.022580224409654532,20,02:00 PM to 02:30 PM
discretionary,Survey-Depart,0.01720122672351762,21,02:30 PM to 03:00 PM
discretionary,Survey-Depart,0.023569087285778497,22,03:00 PM to 03:30 PM
discretionary,Survey-Depart,0.028658192449652738,23,03:30 PM to 04:00 PM
discretionary,Survey-Depart,0.03524878362258283,24,04:00 PM to 04:30 PM
discretionary,Survey-Depart,0.03537836095712326,25,04:30 PM to 05:00 PM
discretionary,Survey-Depart,0.05266668572733274,26,05:00 PM to 05:30 PM
discretionary,Survey-Depart,0.06076673035965812,27,05:30 PM to 06:00 PM
discretionary,Survey-Depart,0.06349545907232094,28,06:00 PM to 06:30 PM
discretionary,Survey-Depart,0.07837773613939941,29,06:30 PM to 07:00 PM
discretionary,Survey-Depart,0.047492096746194215,30,07:00 PM to 07:30 PM
discretionary,Survey-Depart,0.03026701705268943,31,07:30 PM to 08:00 PM
discretionary,Survey-Depart,0.018598140681395238,32,08:00 PM to 08:30 PM
discretionary,Survey-Depart,0.010271716092356453,33,08:30 PM to 09:00 PM
discretionary,Survey-Depart,0.010230840741378823,34,09:00 PM to 09:30 PM
discretionary,Survey-Depart,0.003396883036534982,35,09:30 PM to 10:00 PM
discretionary,Survey-Depart,0.0044361345314200135,36,10:00 PM to 10:30 PM
discretionary,Survey-Depart,0.0011520930540154552,37,10:30 PM to 11:00 PM
discretionary,Survey-Depart,0.0015528319691682502,38,11:00 PM to 11:30 PM
discretionary,Survey-Depart,0.0008219256346481351,39,11:30 PM to 12:00 AM
discretionary,Survey-Depart,0.002533429682719684,40,12:00 PM to 03:00 AM
all,Survey-Depart,0.011634711315536693,1,03:00 AM to 05:00 AM
all,Survey-Depart,0.011898131439686448,2,05:00 AM to 05:30 AM
all,Survey-Depart,0.018586030370855693,3,05:30 AM to 06:00 AM
all,Survey-Depart,0.032549208857355814,4,06:00 AM to 06:30 AM
all,Survey-Depart,0.05368300881673954,5,06:30 AM to 07:00 AM
all,Survey-Depart,0.08785178060842842,6,07:00 AM to 07:30 AM
all,Survey-Depart,0.0981267902918185,7,07:30 AM to 08:00 AM
all,Survey-Depart,0.08774206787925912,8,08:00 AM to 08:30 AM
all,Survey-Depart,0.0701928734951295,9,08:30 AM to 09:00 AM
all,Survey-Depart,0.03699910286409858,10,09:00 AM to 09:30 AM
all,Survey-Depart,0.027206888416747625,11,09:30 AM to 10:00 AM
all,Survey-Depart,0.028152081990567974,12,10:00 AM to 10:30 AM
all,Survey-Depart,0.021633481750444564,13,10:30 AM to 11:00 AM
all,Survey-Depart,0.028667906061334233,14,11:00 AM to 11:30 AM
all,Survey-Depart,0.02807915351924271,15,11:30 AM to 12:00 PM
all,Survey-Depart,0.02858571271099855,16,12:00 PM to 12:30 PM
all,Survey-Depart,0.023182075960457824,17,12:30 PM to 01:00 PM
all,Survey-Depart,0.02205799903935314,18,01:00 PM to 01:30 PM
all,Survey-Depart,0.018955968003157613,19,01:30 PM to 02:00 PM
all,Survey-Depart,0.022677162886537414,20,02:00 PM to 02:30 PM
all,Survey-Depart,0.020248142193571055,21,02:30 PM to 03:00 PM
all,Survey-Depart,0.020920652834808394,22,03:00 PM to 03:30 PM
all,Survey-Depart,0.01897417893577283,23,03:30 PM to 04:00 PM
all,Survey-Depart,0.019214446347007693,24,04:00 PM to 04:30 PM
all,Survey-Depart,0.018448195234337845,25,04:30 PM to 05:00 PM
all,Survey-Depart,0.022381083955079064,26,05:00 PM to 05:30 PM
all,Survey-Depart,0.02470657060754834,27,05:30 PM to 06:00 PM
all,Survey-Depart,0.022259993032633024,28,06:00 PM to 06:30 PM
all,Survey-Depart,0.023696883410725282,29,06:30 PM to 07:00 PM
all,Survey-Depart,0.0169091975514528,30,07:00 PM to 07:30 PM
all,Survey-Depart,0.010712462840690235,31,07:30 PM to 08:00 PM
all,Survey-Depart,0.007706424071119399,32,08:00 PM to 08:30 PM
all,Survey-Depart,0.004913140495225891,33,08:30 PM to 09:00 PM
all,Survey-Depart,0.0033155361030140183,34,09:00 PM to 09:30 PM
all,Survey-Depart,0.0021426614033899973,35,09:30 PM to 10:00 PM
all,Survey-Depart,0.0021374852878091005,36,10:00 PM to 10:30 PM
all,Survey-Depart,0.0010822806949173486,37,10:30 PM to 11:00 PM
all,Survey-Depart,0.0006622691399005425,38,11:00 PM to 11:30 PM
all,Survey-Depart,0.0004803880911427517,39,11:30 PM to 12:00 AM
all,Survey-Depart,0.0006258714921045492,40,12:00 PM to 03:00 AM
