cat,subgroup,value,xaxis,hours
maintenance,Survey-Depart,7605.469766,3,5:30 AM
maintenance,Survey-Depart,9025.638929,4,6:00 AM
maintenance,Survey-Depart,20445.90049,5,6:30 AM
maintenance,Survey-Depart,33103.28291,6,7:00 AM
maintenance,Survey-Depart,51096.68704,7,7:30 AM
maintenance,Survey-Depart,90200.50692,8,8:00 AM
maintenance,Survey-Depart,95551.42242,9,8:30 AM
maintenance,Survey-Depart,124652.8433,10,9:00 AM
maintenance,Survey-Depart,108439.7308,11,9:30 AM
maintenance,Survey-Depart,141251.258,12,10:00 AM
maintenance,Survey-Depart,107408.7642,13,10:30 AM
maintenance,Survey-Depart,116015.9978,14,11:00 AM
maintenance,Survey-Depart,74769.69426,15,11:30 AM
maintenance,Survey-Depart,88507.62005,16,12:00 PM
maintenance,Survey-Depart,82380.14634,17,12:30 PM
maintenance,Survey-Depart,89158.7662,18,1:00 PM
maintenance,Survey-Depart,71271.25757,19,1:30 PM
maintenance,Survey-Depart,86660.51302,20,2:00 PM
maintenance,Survey-Depart,66664.59948,21,2:30 PM
maintenance,Survey-Depart,80234.38092,22,3:00 PM
maintenance,Survey-Depart,63039.82397,23,3:30 PM
maintenance,Survey-Depart,72617.24399,24,4:00 PM
maintenance,Survey-Depart,64977.66228,25,4:30 PM
maintenance,Survey-Depart,57104.01241,26,5:00 PM
maintenance,Survey-Depart,65291.09167,27,5:30 PM
maintenance,Survey-Depart,69681.91677,28,6:00 PM
maintenance,Survey-Depart,61396.69543,29,6:30 PM
maintenance,Survey-Depart,60866.92911,30,7:00 PM
maintenance,Survey-Depart,33876.58121,31,7:30 PM
maintenance,Survey-Depart,26897.31369,32,8:00 PM
maintenance,Survey-Depart,17038.73515,33,8:30 PM
maintenance,Survey-Depart,6519.45958,34,9:00 PM
maintenance,Survey-Depart,7623.413359,35,9:30 PM
maintenance,Survey-Depart,2451.44495,36,10:00 PM
maintenance,Survey-Depart,2721.954203,37,10:30 PM
maintenance,Survey-Depart,2076.951497,38,11:00 PM
maintenance,Survey-Depart,1314.232093,39,11:30 PM
maintenance,Survey-Depart,197.0051331,40,12:00 PM
discretionary,Survey-Depart,7163.762089,1,3:00 AM
discretionary,Survey-Depart,8770.096811,2,5:00 AM
discretionary,Survey-Depart,14820.29816,3,5:30 AM
discretionary,Survey-Depart,23904.3914,4,6:00 AM
discretionary,Survey-Depart,27928.20469,5,6:30 AM
discretionary,Survey-Depart,52759.45064,6,7:00 AM
discretionary,Survey-Depart,51221.30251,7,7:30 AM
discretionary,Survey-Depart,63604.67014,8,8:00 AM
discretionary,Survey-Depart,77318.32155,9,8:30 AM
discretionary,Survey-Depart,68235.06276,10,9:00 AM
discretionary,Survey-Depart,53478.47941,11,9:30 AM
discretionary,Survey-Depart,51591.7932,12,10:00 AM
discretionary,Survey-Depart,37698.08902,13,10:30 AM
discretionary,Survey-Depart,50218.77298,14,11:00 AM
discretionary,Survey-Depart,56468.22144,15,11:30 AM
discretionary,Survey-Depart,54248.91162,16,12:00 PM
discretionary,Survey-Depart,42224.38554,17,12:30 PM
discretionary,Survey-Depart,39178.92456,18,1:00 PM
discretionary,Survey-Depart,31934.54432,19,1:30 PM
discretionary,Survey-Depart,40665.40567,20,2:00 PM
discretionary,Survey-Depart,30978.20686,21,2:30 PM
discretionary,Survey-Depart,42446.27858,22,3:00 PM
discretionary,Survey-Depart,51611.40123,23,3:30 PM
discretionary,Survey-Depart,63480.59521,24,4:00 PM
discretionary,Survey-Depart,63713.95493,25,4:30 PM
discretionary,Survey-Depart,94849.01929,26,5:00 PM
discretionary,Survey-Depart,109436.6334,27,5:30 PM
discretionary,Survey-Depart,114350.8831,28,6:00 PM
discretionary,Survey-Depart,141152.8237,29,6:30 PM
discretionary,Survey-Depart,85529.94627,30,7:00 PM
discretionary,Survey-Depart,54508.78187,31,7:30 PM
discretionary,Survey-Depart,33493.95125,32,8:00 PM
discretionary,Survey-Depart,18498.64263,33,8:30 PM
discretionary,Survey-Depart,18425.02898,34,9:00 PM
discretionary,Survey-Depart,6117.548887,35,9:30 PM
discretionary,Survey-Depart,7989.168179,36,10:00 PM
discretionary,Survey-Depart,2074.839052,37,10:30 PM
discretionary,Survey-Depart,2796.541824,38,11:00 PM
discretionary,Survey-Depart,1480.230611,39,11:30 PM
discretionary,Survey-Depart,4562.529757,40,12:00 PM
all,Survey-Depart,115790.7597,1,3:00 AM
all,Survey-Depart,118412.3646,2,5:00 AM
all,Survey-Depart,184971.5492,3,5:30 AM
all,Survey-Depart,323935.6369,4,6:00 AM
all,Survey-Depart,534263.0517,5,6:30 AM
all,Survey-Depart,874316.873,6,7:00 AM
all,Survey-Depart,976575.6351,7,7:30 AM
all,Survey-Depart,873224.992,8,8:00 AM
all,Survey-Depart,698572.2228,9,8:30 AM
all,Survey-Depart,368221.7901,10,9:00 AM
all,Survey-Depart,270767.8938,11,9:30 AM
all,Survey-Depart,280174.6319,12,10:00 AM
all,Survey-Depart,215300.3387,13,10:30 AM
all,Survey-Depart,285308.2067,14,11:00 AM
all,Survey-Depart,279448.8345,15,11:30 AM
all,Survey-Depart,284490.2036,16,12:00 PM
all,Survey-Depart,230712.2294,17,12:30 PM
all,Survey-Depart,219525.2118,18,1:00 PM
all,Survey-Depart,188653.2356,19,1:30 PM
all,Survey-Depart,225687.2428,20,2:00 PM
all,Survey-Depart,201513.1878,21,2:30 PM
all,Survey-Depart,208206.1358,22,3:00 PM
all,Survey-Depart,188834.4742,23,3:30 PM
all,Survey-Depart,191225.6591,24,4:00 PM
all,Survey-Depart,183599.7888,25,4:30 PM
all,Survey-Depart,222740.6115,26,5:00 PM
all,Survey-Depart,245884.277,27,5:30 PM
all,Survey-Depart,221535.4927,28,6:00 PM
all,Survey-Depart,235835.6867,29,6:30 PM
all,Survey-Depart,168283.4045,30,7:00 PM
all,Survey-Depart,106612.3754,31,7:30 PM
all,Survey-Depart,76695.73171,32,8:00 PM
all,Survey-Depart,48896.46635,33,8:30 PM
all,Survey-Depart,32996.81734,34,9:00 PM
all,Survey-Depart,21324.15536,35,9:30 PM
all,Survey-Depart,21272.64171,36,10:00 PM
all,Survey-Depart,10771.054,37,10:30 PM
all,Survey-Depart,6591.022737,38,11:00 PM
all,Survey-Depart,4780.909513,39,11:30 PM
all,Survey-Depart,6228.786737,40,12:00 PM
